Name,Date,Rank,3yr Rev Growth %,Revenue,Industry,Employees,City,State,Rev./Employee
Control4,"new Date(2013,1,1)",4178,0.62,109500000.0,Software,333,Salt Lake City,UT,328828.828829
KRT Marketing,"new Date(2013,1,1)",4187,0.61,10500000.0,Advertising & Marketing,18,Lafayette,CA,583333.333333
Nordis Direct,"new Date(2013,1,1)",4199,0.61,12600000.0,Advertising & Marketing,78,Coral Springs,FL,161538.461538
JDA,"new Date(2013,1,1)",4200,0.61,9400000.0,Advertising & Marketing,24,St. Simons Island,GA,391666.666667
Sonic Promos,"new Date(2013,1,1)",4209,0.61,2500000.0,Advertising & Marketing,12,Gaithersburg,MD,208333.333333
SignUp4,"new Date(2013,1,1)",4213,0.6,6600000.0,Software,60,Atlanta,GA,110000.0
InVision Communications,"new Date(2013,1,1)",4215,0.6,41000000.0,Advertising & Marketing,87,Walnut Creek,CA,471264.367816
Lessing-Flynn Advertising,"new Date(2013,1,1)",4216,0.6,4500000.0,Advertising & Marketing,16,Des Moines,IA,281250.0
V12 Group,"new Date(2013,1,1)",4222,0.6,22700000.0,Advertising & Marketing,82,Red Bank,NJ,276829.268293
Client Command,"new Date(2013,1,1)",4230,0.6,5500000.0,Advertising & Marketing,15,Cumming,GA,366666.666667
Builder Homesite,"new Date(2013,1,1)",4235,0.6,29500000.0,Advertising & Marketing,216,Austin,TX,136574.074074
Idera,"new Date(2013,1,1)",4241,0.6,34900000.0,Software,191,Houston,TX,182722.513089
Satisfyd,"new Date(2013,1,1)",4244,0.59,4400000.0,Software,10,Naperville,IL,440000.0
Nyhus Communications,"new Date(2013,1,1)",4247,0.59,4300000.0,Advertising & Marketing,18,Seattle,WA,238888.888889
Stimulant,"new Date(2013,1,1)",4251,0.59,2500000.0,Software,11,San Francisco,CA,227272.727273
Covenant Eyes,"new Date(2013,1,1)",4253,0.59,7500000.0,Software,90,Owosso,MI,83333.3333333
Pen-Link,"new Date(2013,1,1)",4259,0.59,23300000.0,Software,67,Lincoln,NE,347761.19403
352 Media Group,"new Date(2013,1,1)",4269,0.58,6200000.0,Advertising & Marketing,58,Newberry,FL,106896.551724
Smashing Ideas,"new Date(2013,1,1)",4270,0.58,10300000.0,Advertising & Marketing,75,Seattle,WA,137333.333333
Response Mine Interactive,"new Date(2013,1,1)",4272,0.58,13700000.0,Advertising & Marketing,87,Atlanta,GA,157471.264368
iLeads.com,"new Date(2013,1,1)",4273,0.58,2800000.0,Advertising & Marketing,18,Newport Beach,CA,155555.555556
WorkForce Software,"new Date(2013,1,1)",4282,0.58,30300000.0,Software,281,Livonia,MI,107829.181495
HyperDrive,"new Date(2013,1,1)",4285,0.57,2700000.0,Advertising & Marketing,18,Loveland,OH,150000.0
Taradel,"new Date(2013,1,1)",4288,0.57,3900000.0,Advertising & Marketing,12,Glen Allen,VA,325000.0
ISITE Design,"new Date(2013,1,1)",4301,0.57,9300000.0,Advertising & Marketing,64,Portland,OR,145312.5
Linhart Public Relations,"new Date(2013,1,1)",4315,0.57,5200000.0,Advertising & Marketing,28,Denver,CO,185714.285714
Trims Unlimited,"new Date(2013,1,1)",4317,0.57,3500000.0,Advertising & Marketing,5,Los Angeles,CA,700000.0
Paperless Business Systems,"new Date(2013,1,1)",4322,0.56,5900000.0,Software,35,Seattle,WA,168571.428571
EAC Product Development Solutions,"new Date(2013,1,1)",4323,0.56,14700000.0,Software,52,Burnsville,MN,282692.307692
Cyrus Innovation,"new Date(2013,1,1)",4336,0.56,5900000.0,Software,46,new york,NY,128260.869565
Kitware,"new Date(2013,1,1)",4352,0.55,21300000.0,Software,110,Clifton Park,NY,193636.363636
PHT,"new Date(2013,1,1)",4359,0.55,59900000.0,Software,272,Boston,MA,220220.588235
Softdocs,"new Date(2013,1,1)",4368,0.55,5200000.0,Software,58,Columbia,SC,89655.1724138
NeoGov,"new Date(2013,1,1)",4371,0.55,12600000.0,Software,1,El Segunod,CA,12600000.0
CompareNetworks,"new Date(2013,1,1)",4373,0.55,17300000.0,Media,77,South San Francisco,CA,224675.324675
Marlin Network,"new Date(2013,1,1)",4380,0.54,11300000.0,Advertising & Marketing,113,Springfield,MO,100000.0
Acclivity,"new Date(2013,1,1)",4386,0.54,7700000.0,Software,57,Rockaway,NJ,135087.719298
Direct Agents,"new Date(2013,1,1)",4399,0.54,22700000.0,Advertising & Marketing,47,New York,NY,482978.723404
First Edge Solutions,"new Date(2013,1,1)",4413,0.53,10900000.0,Advertising & Marketing,88,Milwaukee,WI,123863.636364
MayoSeitz Media,"new Date(2013,1,1)",4421,0.53,39500000.0,Advertising & Marketing,26,Blue Bell,PA,1519230.76923
ImageMedia.com,"new Date(2013,1,1)",4429,0.53,4600000.0,Advertising & Marketing,34,Tarpon Springs,FL,135294.117647
Commotion Promotions,"new Date(2013,1,1)",4430,0.53,10700000.0,Advertising & Marketing,28,Phoenix,AZ,382142.857143
C2C Outdoor,"new Date(2013,1,1)",4432,0.53,27700000.0,Advertising & Marketing,12,New York,NY,2308333.33333
DaySmart Software,"new Date(2013,1,1)",4433,0.53,5000000.0,Software,32,Wixom,MI,156250.0
Perceptronics Solutions,"new Date(2013,1,1)",4445,0.52,3800000.0,Software,25,Falls Church,VA,152000.0
Edgeware Computers,"new Date(2013,1,1)",4452,0.52,3100000.0,Software,34,Marietta,GA,91176.4705882
ePath Learning,"new Date(2013,1,1)",4453,0.52,3400000.0,Software,32,New London,CT,106250.0
NetTime Solutions,"new Date(2013,1,1)",4456,0.52,4700000.0,Software,36,Scottsdale,AZ,130555.555556
OpenLink,"new Date(2013,1,1)",4465,0.52,304300000.0,Software,1271,Uniondale,NY,239417.781275
Blue Telescope,"new Date(2013,1,1)",4467,0.52,3400000.0,Media,9,New York,NY,377777.777778
Network Automation,"new Date(2013,1,1)",4491,0.51,5700000.0,Software,33,Los Angeles,CA,172727.272727
Launch Agency,"new Date(2013,1,1)",4499,0.5,4300000.0,Advertising & Marketing,29,Carrollton,TX,148275.862069
BrandMuscle,"new Date(2013,1,1)",4501,0.5,68000000.0,Software,565,Chicago,IL,120353.982301
ObjectVideo,"new Date(2013,1,1)",4509,0.5,18900000.0,Software,53,Reston,VA,356603.773585
Saturn Systems,"new Date(2013,1,1)",4511,0.5,3800000.0,Software,41,Duluth,MN,92682.9268293
TechSmith,"new Date(2013,1,1)",4514,0.5,51400000.0,Software,249,Okemos,MI,206425.702811
MoJo Active,"new Date(2013,1,1)",4516,0.5,2300000.0,Advertising & Marketing,20,Watsontown,PA,115000.0
Bluware,"new Date(2013,1,1)",4523,0.49,15800000.0,Software,89,Houston,TX,177528.089888
Proof Advertising,"new Date(2013,1,1)",4534,0.49,10700000.0,Advertising & Marketing,95,Austin,TX,112631.578947
ePromos Promotional Products,"new Date(2013,1,1)",4544,0.49,28400000.0,Advertising & Marketing,104,New York,NY,273076.923077
Spillman Technologies,"new Date(2013,1,1)",4545,0.49,40800000.0,Software,255,Salt Lake City,UT,160000.0
Paradysz,"new Date(2013,1,1)",4552,0.49,41000000.0,Advertising & Marketing,270,New York,NY,151851.851852
Projectline Services,"new Date(2013,1,1)",4554,0.49,26800000.0,Advertising & Marketing,221,Seattle,WA,121266.968326
Siriusware,"new Date(2013,1,1)",4563,0.48,8100000.0,Software,60,Taos,NM,135000.0
Media Prowler,"new Date(2013,1,1)",4568,0.48,17200000.0,Advertising & Marketing,37,Reston,VA,464864.864865
ExecuPay,"new Date(2013,1,1)",4575,0.48,7600000.0,Software,71,San Antonio,TX,107042.253521
Barnett Murphy Direct Marketing,"new Date(2013,1,1)",4589,0.48,2500000.0,Advertising & Marketing,15,Orlando,FL,166666.666667
Greentarget Global Group,"new Date(2013,1,1)",4590,0.48,5000000.0,Advertising & Marketing,24,Chicago,IL,208333.333333
Delivra,"new Date(2013,1,1)",4592,0.48,3700000.0,Software,30,Indianapolis,IN,123333.333333
Extended Results,"new Date(2013,1,1)",4594,0.48,7300000.0,Software,47,Redmond,WA,155319.148936
Numerix,"new Date(2013,1,1)",4595,0.48,56400000.0,Software,198,New York,NY,284848.484848
Mark-It Smart,"new Date(2013,1,1)",4600,0.47,7600000.0,Advertising & Marketing,14,Santa Ana,CA,542857.142857
2020 Exhibits,"new Date(2013,1,1)",4612,0.47,24300000.0,Advertising & Marketing,125,Houston,TX,194400.0
eImagine Technology Group,"new Date(2013,1,1)",4613,0.47,5400000.0,Software,28,Indianapolis,IN,192857.142857
One Source Talent,"new Date(2013,1,1)",4618,0.47,9000000.0,Advertising & Marketing,120,Troy,MI,75000.0
DirectFX Solutions,"new Date(2013,1,1)",4623,0.47,3100000.0,Advertising & Marketing,18,Memphis,TN,172222.222222
Transfinder,"new Date(2013,1,1)",4632,0.47,7800000.0,Software,63,Schenectady,NY,123809.52381
SofterWare,"new Date(2013,1,1)",4637,0.46,28700000.0,Software,160,Horsham,PA,179375.0
Boston Interactive,"new Date(2013,1,1)",4640,0.46,6700000.0,Advertising & Marketing,35,Charlestown,MA,191428.571429
El Clasificado,"new Date(2013,1,1)",4641,0.46,20300000.0,Media,167,Norwalk,CA,121556.886228
SaveAround,"new Date(2013,1,1)",4652,0.46,6900000.0,Advertising & Marketing,64,Binghamton,NY,107812.5
PixelMEDIA,"new Date(2013,1,1)",4664,0.46,9900000.0,Software,65,Portsmouth,NH,152307.692308
Memeo,"new Date(2013,1,1)",4667,0.46,8000000.0,Software,28,Santa Clara,CA,285714.285714
5AM Solutions,"new Date(2013,1,1)",4674,0.45,10800000.0,Software,48,Reston,VA,225000.0
Archer/Malmo,"new Date(2013,1,1)",4676,0.45,13700000.0,Advertising & Marketing,130,Memphis,TN,105384.615385
Compass Healthcare Marketers,"new Date(2013,1,1)",4677,0.45,7300000.0,Advertising & Marketing,35,Ewing,NJ,208571.428571
Moore Communications Group,"new Date(2013,1,1)",4680,0.45,4800000.0,Advertising & Marketing,27,Tallahassee,FL,177777.777778
ProLink Solutions,"new Date(2013,1,1)",4683,0.45,5000000.0,Software,36,Englewood,CO,138888.888889
Connelly Partners,"new Date(2013,1,1)",4712,0.44,8700000.0,Advertising & Marketing,60,Boston,MA,145000.0
E&E Exhibit Solutions,"new Date(2013,1,1)",4718,0.44,4600000.0,Advertising & Marketing,19,Tempe,AZ,242105.263158
Quango,"new Date(2013,1,1)",4736,0.43,2500000.0,Advertising & Marketing,15,Portland,OR,166666.666667
McMurry/TMG,"new Date(2013,1,1)",4738,0.43,91400000.0,Advertising & Marketing,269,New York City,NY,339776.951673
Classified Ventures,"new Date(2013,1,1)",4754,0.42,441500000.0,Media,1410,Chicago,IL,313120.567376
Star Media Network,"new Date(2013,1,1)",4761,0.42,2500000.0,Advertising & Marketing,10,Santa Barbara,CA,250000.0
Crisp Marketing,"new Date(2013,1,1)",4776,0.42,4300000.0,Advertising & Marketing,50,Fort Lauderdale,FL,86000.0
Dial800,"new Date(2013,1,1)",4787,0.41,6000000.0,Advertising & Marketing,23,Los Angeles,CA,260869.565217
Journal Multimedia,"new Date(2013,1,1)",4796,0.41,16800000.0,Media,123,Harrisburg,PA,136585.365854
PepperDash Technology,"new Date(2013,1,1)",4807,0.41,3500000.0,Software,28,Allston,MA,125000.0
Lane PR,"new Date(2013,1,1)",4822,0.4,4000000.0,Advertising & Marketing,29,Portland,OR,137931.034483
TSI Healthcare,"new Date(2013,1,1)",4826,0.4,18900000.0,Software,77,Chapel Hill,NC,245454.545455
Next Marketing,"new Date(2013,1,1)",4829,0.4,9800000.0,Advertising & Marketing,22,Norcross,GA,445454.545455
TopSpot Internet Marketing,"new Date(2013,1,1)",4832,0.4,13800000.0,Advertising & Marketing,56,Houston,TX,246428.571429
Jump2 Group,"new Date(2013,1,1)",4833,0.4,3500000.0,Advertising & Marketing,5,Spring,TX,700000.0
Spark Public Relations,"new Date(2013,1,1)",4837,0.4,10400000.0,Advertising & Marketing,47,San Francisco,CA,221276.595745
BlueWare,"new Date(2013,1,1)",4838,0.4,3500000.0,Software,51,Melbourne,FL,68627.4509804
Makovsky,"new Date(2013,1,1)",4839,0.4,14300000.0,Advertising & Marketing,55,New York,NY,260000.0
Ansira,"new Date(2013,1,1)",4845,0.4,86200000.0,Advertising & Marketing,515,St. Louis,MO,167378.640777
Affect,"new Date(2013,1,1)",4853,0.39,2600000.0,Advertising & Marketing,18,New York,NY,144444.444444
NetFactor,"new Date(2013,1,1)",4858,0.39,2000000.0,Software,14,Greenwood Village,CO,142857.142857
GXS,"new Date(2013,1,1)",4859,0.39,487500000.0,Software,3000,Gaithersburg,MD,162500.0
Capterra,"new Date(2013,1,1)",4861,0.39,6800000.0,Software,41,Arlington,VA,165853.658537
SnugZ USA,"new Date(2013,1,1)",4863,0.39,30400000.0,Advertising & Marketing,334,Salt Lake City,UT,91017.9640719
ECi Software Solutions,"new Date(2013,1,1)",4865,0.39,101400000.0,Software,513,Fort Worth,TX,197660.818713
ThomasArts,"new Date(2013,1,1)",4869,0.39,12600000.0,Advertising & Marketing,105,Farmington,UT,120000.0
Satuit Technologies,"new Date(2013,1,1)",4875,0.39,6800000.0,Software,39,Braintree,MA,174358.974359
Travelers Marketing,"new Date(2013,1,1)",4880,0.39,16000000.0,Advertising & Marketing,15,Wellesley,MA,1066666.66667
VerticalResponse,"new Date(2013,1,1)",4882,0.39,25200000.0,Advertising & Marketing,109,San Francisco,CA,231192.66055
LRXD,"new Date(2013,1,1)",4883,0.39,4500000.0,Advertising & Marketing,27,Denver,CO,166666.666667
Precision Development,"new Date(2013,1,1)",4887,0.38,3500000.0,Software,24,Hermosa Beach,CA,145833.333333
AngelVision,"new Date(2013,1,1)",4905,0.37,6400000.0,Advertising & Marketing,96,Portland,OR,66666.6666667
Scivantage,"new Date(2013,1,1)",4908,0.37,35000000.0,Software,148,Jersey Cty,NJ,236486.486486
PeopleAdmin,"new Date(2013,1,1)",4921,0.37,21000000.0,Software,120,Austin,TX,175000.0
"Lambert, Edwards & Associates","new Date(2013,1,1)",4928,0.37,7100000.0,Advertising & Marketing,42,Grand Rapids,MI,169047.619048
Brighter Collective,"new Date(2013,1,1)",4945,0.36,7300000.0,Advertising & Marketing,31,Los Angeles,CA,235483.870968
Premium Productions,"new Date(2013,1,1)",4954,0.36,6800000.0,Advertising & Marketing,16,Pleasantville,NY,425000.0
Nett Solutions,"new Date(2013,1,1)",4958,0.36,15200000.0,Advertising & Marketing,45,Aliso Viejo,CA,337777.777778
GA Communication Group,"new Date(2013,1,1)",4960,0.36,22500000.0,Advertising & Marketing,101,Chicago,IL,222772.277228
Trident Marketing,"new Date(2013,1,1)",4972,0.35,61300000.0,Advertising & Marketing,487,Southern Pines,NC,125872.689938
Pilgrim Software,"new Date(2013,1,1)",4974,0.35,23600000.0,Software,126,Tampa,FL,187301.587302
DataCert,"new Date(2013,1,1)",4976,0.35,45600000.0,Software,252,Houston,TX,180952.380952
